,hora,comuna,tipo_calle,calle,longitud,latutid,victima,FECHA ,SEXO,EDAD_VICTIMA
13636,05:30:00 a.m.,4,CALLE,ROCHA,-58.373891169241,-34.642386212098,PEATON,2020-02-24,Varon,33
13637,05:50:00 a.m.,10,GRAL PAZ,"PAZ, GRAL. AV.",-58.529381105222,-34.634120234285,MOTO,2020-02-24,varon,18
13638,05:50:00 a.m.,10,GRAL PAZ,"PAZ, GRAL. AV.",-58.529381105222,-34.634120234285,MOTO,2020-02-24,Varon,19
13639,09:15:00 a.m.,13,AVENIDA,CABILDO AV.,-58.4533138768,-34.565543419143,TAXI,2020-02-24,Mujer,63
13640,11:15:00 p.m.,11,AVENIDA,"BEIRO, FRANCISCO AV.",-58.509192819078,-34.604250472764,MOTO,2020-02-24,Varon,38
13641,10:30:00 a.m.,15,CALLE,THAMES,-58.44353937103,-34.595471310375,MOTO,2020-02-24,Varon,46
13643,05:04:00 p.m.,9,CALLE,CHAMICAL,-58.481326069752,-34.658027978947,MOTO,2020-02-24,Mujer,10
13644,05:04:00 p.m.,9,CALLE,CHAMICAL,-58.481326069752,-34.658027978947,MOTO,2020-02-24,Mujer,34
13646,08:40:00 p.m.,11,AVENIDA,"GONZALEZ, JOAQUIN V.",-58.510125148386,-34.598000375352,AUTO,2020-02-24,Varon,57
13650,03:05:00 a.m.,2,CALLE,"CABRERA, JOSE A.",-58.409276725874,-34.597142235926,AUTO,2020-02-25,Varon,35
13651,08:10:00 a.m.,11,CALLE,"GARCIA, JUAN AGUSTIN",-58.472438494084,-34.605286875062,MOTO,2020-02-25,Varon,29
13652,02:00:00 p.m.,11,AVENIDA,NAZCA AV.,-58.48817143007,-34.603494092485,MOTO,2020-02-25,Mujer,41
13653,02:00:00 p.m.,15,CALLE,OLAYA,-58.448683852657,-34.600551129686,AUTO,2020-02-25,Mujer,35
13654,09:30:00 p.m.,10,CALLE,DONIZETTI,-58.495373191426,-34.643176677004,AUTO,2020-02-25,Varon,71
13655,04:45:00 p.m.,3,CALLE,COMBATE DE LOS POZOS,-58.393185801291,-34.615789820018,TRANSPORTE PUBLICO,2020-02-25,Mujer,22
13656,06:00:00 p.m.,9,GRAL PAZ,"PAZ, GRAL. AV.",-58.528768828558,-34.641046341638,AUTO,2020-02-25,Mujer,56
13657,06:00:00 p.m.,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.494873007191,-34.548143991102,AUTO,2020-02-25,Varon,57
13658,07:50:00 p.m.,8,CALLE,HUBAC,-58.489153880578,-34.667340461557,AUTO,2020-02-25,Varon,18
13659,07:50:00 p.m.,8,CALLE,HUBAC,-58.489153880578,-34.667340461557,AUTO,2020-02-25,Varon,53
13660,01:30:00 a.m.,15,CALLE,VERA,-58.43883598276,-34.598103368374,PEATON,2020-02-26,Mujer,58
13661,09:00:00 a.m.,7,CALLE,PUMACAHUA,-58.449446421656,-34.637467732996,MOTO,2020-02-26,Varon,42
13663,08:15:00 a.m.,7,AVENIDA,DIRECTORIO AV.,-58.453894709552,-34.631154063052,MOTO,2020-02-26,Varon,34
13664,11:00:00 a.m.,8,AVENIDA,MARTINEZ CASTRO,-58.447441367792,-34.663277252826,AUTO,2020-02-26,Mujer,36
13666,11:41:00 a.m.,12,AVENIDA,"BALBIN, RICARDO, DR. AV.",-58.500738109269,-34.5497951022,MOTO,2020-02-26,varon,40
13668,01:00:00 p.m.,5,AVENIDA,INDEPENDENCIA AV.,-58.413825828227,-34.620750772449,MOTO,2020-02-26,Varon,24
13670,02:10:00 p.m.,9,CALLE,TANDIL,-58.489990097753,-34.651600785251,AUTO,2020-02-26,Mujer,79
13671,01:30:00 a.m.,14,CALLE,BULNES,-58.416998755353,-34.59664555375,MOTO,2020-02-26,Varon,29
13672,12:40:00 p.m.,1,AUTOPISTA,AUTOPISTA 25 DE MAYO,-58.366071371801,-34.62150748925,MOTO,2020-02-26,Varon,23
13673,03:35:00 p.m.,14,AVENIDA,CORDOBA AV.,-58.4296645835,-34.594323499418,MOTO,2020-02-26,Varon,26
13675,05:50:00 p.m.,10,CALLE,"MAGARIÃ‘OS CERVANTES, A.",-58.494966674255,-34.623932295721,MOTO,2020-02-26,Varon,32
13677,07:55:00 p.m.,13,AVENIDA,"UDAONDO, GUILLERMO AV.",-58.449030739654,-34.542002766703,MOTO,2020-02-26,Varon,40
13678,07:40:00 p.m.,1,CALLE,MONTEVIDEO,-58.389462618871,-34.603010687722,PEATON,2020-02-26,Varon,32
13679,05:30:00 p.m.,3,CALLE,RINCON,-58.394432797957,-34.62667868689,MOTO,2020-02-26,Varon,40
13680,09:47:00 p.m.,6,AVENIDA,RIVADAVIA AV.,-58.453368338325,-34.625173140559,TRANSPORTE PUBLICO,2020-02-26,Mujer,69
13682,10:40:00 p.m.,7,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.452871156741,-34.627923610817,PEATON,2020-02-27,Mujer,65
13684,11:30:00 a.m.,1,AVENIDA,BRASIL AV.,-58.367975421728,-34.625194033298,AUTO,2020-02-27,Mujer,60
13685,11:30:00 a.m.,4,AVENIDA,ALMAFUERTE AV.,-58.412350792404,-34.640887838079,TRANSPORTE PUBLICO,2020-02-27,Mujer,23
13686,06:50:00 a.m.,1,AVENIDA,DEL LIBERTADOR AV.,-58.382933344325,-34.588391370828,TRANSPORTE PUBLICO,2020-02-27,Mujer,55
13687,04:15:00 p.m.,14,AVENIDA,DEL LIBERTADOR AV.,-58.403673215587,-34.581292464096,AUTO,2020-02-27,Mujer,27
13688,11:20:00 a.m.,4,AVENIDA,"ALCORTA, AMANCIO AV.",-58.38561397689,-34.635919608915,PEATON,2020-02-27,varon,87
13690,12:40:00 p.m.,9,CALLE,"SUAREZ, JOSE LEON",-58.526943997723,-34.650101734793,AUTO,2020-02-27,Mujer,38
13693,02:50:00 p.m.,1,CALLE,"IRIGOYEN, BERNARDO DE",-58.380321335129,-34.616426685839,MOTO,2020-02-27,Varon,21
13696,01:30:00 p.m.,1,CALLE,MORENO,-58.391551911582,-34.612463869504,TRANSPORTE PUBLICO,2020-02-27,Mujer,4
13697,12:15:00 p.m.,15,AVENIDA,FOREST AV.,-58.456853262076,-34.582302586066,AUTO,2020-02-27,Varon,51
13699,12:30:00 p.m.,6,AVENIDA,LA PLATA AV.,-58.428552679074,-34.618293854194,PEATON,2020-02-27,Mujer,23
13700,08:00:00 a.m.,12,CALLE,"ACHA, MARIANO, GRAL.",-58.482424768708,-34.566244809173,MOTO,2020-02-27,Varon,30
13701,04:30:00 p.m.,9,CALLE,BRAGADO,-58.507739801574,-34.657550294578,MOTO,2020-02-27,Varon,44
13703,05:20:00 p.m.,9,AVENIDA,"PERON, EVA AV.",-58.468754811643,-34.648384757898,AUTO,2020-02-27,Mujer,22
13704,03:00:00 p.m.,8,CALLE,MURGUIONDO,-58.483599686232,-34.671001135729,MOTO,2020-02-27,Varon,30
13705,04:51:00 p.m.,10,AVENIDA,ALVAREZ JONTE AV.,-58.502427319558,-34.618021045739,PEATON,2020-02-27,Varon,22
13706,04:30:00 p.m.,9,GRAL PAZ,"PAZ, GRAL. AV.",-58.528944370232,-34.63758457012,MOTO,2020-02-27,Varon,56
13707,05:48:00 p.m.,7,AVENIDA,"MORENO, JOSE MARIA AV.",-58.433369036697,-34.630929121292,MOTO,2020-02-27,Varon,50
13710,07:00:00 p.m.,7,AVENIDA,FRATERNIDAD,-58.433715870466,-34.63421518221,MOTO,2020-02-27,Varon,39
13711,06:30:00 p.m.,9,AVENIDA,"DE LA TORRE, LISANDRO AV.",-58.50699717894,-34.65692943249,AUTO,2020-02-27,Mujer,41
13712,09:30:00 p.m.,13,AVENIDA,"SANCHEZ, MIGUEL B. AV.",-58.45813948422,-34.544125885744,MOTO,2020-02-27,Varon,22
13713,11:15:00 p.m.,9,AVENIDA,"JUSTO, JUAN B. AV.",-58.517145445892,-34.633084490754,PEATON,2020-02-28,Varon,44
13714,10:55:00 p.m.,15,AVENIDA,CORRIENTES AV.,-58.448176398183,-34.590884226589,MOTO,2020-02-28,Mujer,33
13715,09:15:00 a.m.,9,AVENIDA,"JUSTO, JUAN B. AV.",-58.519534880111,-34.633740793863,MOTO,2020-02-28,Varon,32
13716,11:40:00 a.m.,14,CALLE,HUMBOLDT,-58.429504744562,-34.580001628101,PEATON,2020-02-28,Varon,43
13717,11:10:00 a.m.,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.49563381286,-34.548484500888,MOTO,2020-02-28,Mujer,34
13718,11:10:00 a.m.,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.49563381286,-34.548484500888,MOTO,2020-02-28,Varon,26
13719,10:40:00 a.m.,13,GRAL PAZ,"PAZ, GRAL. AV.",-58.468986190804,-34.536714663295,MIXTO,2020-02-28,Mujer,28
13720,11:05:00 a.m.,13,AVENIDA,DEL LIBERTADOR AV.,-58.452661600757,-34.550596519741,TRANSPORTE PUBLICO,2020-02-28,Mujer,64
13721,05:50:00 a.m.,1,AVENIDA,"ALEM, LEANDRO N. AV.",-58.371484166735,-34.598416724897,TAXI,2020-02-28,Varon,46
13722,05:30:00 p.m.,1,AUTOPISTA,AUTOPISTA 25 DE MAYO,-58.381041666429,-34.619756510062,MOTO,2020-02-28,Varon,21
13725,01:30:00 p.m.,12,CALLE,AIZPURUA,-58.497755681314,-34.575055497097,MOTO,2020-02-28,Varon,47
13726,12:30:00 p.m.,2,CALLE,"PACHECO DE MELO, JOSE ANDRES",-58.399893510489,-34.587692363699,TAXI,2020-02-28,Varon,71
13727,12:30:00 p.m.,2,CALLE,"PACHECO DE MELO, JOSE ANDRES",-58.399893510489,-34.587692363699,TAXI,2020-02-28,Mujer,27
13728,12:30:00 p.m.,2,CALLE,"PACHECO DE MELO, JOSE ANDRES",-58.399893510489,-34.587692363699,TAXI,2020-02-28,Varon,63
13729,02:10:00 p.m.,7,AVENIDA,CARABOBO AV.,-58.452899812636,-34.634502343645,MOTO,2020-02-28,Varon,38
13730,04:45:00 p.m.,3,AVENIDA,PUEYRREDON AV.,-58.405085257951,-34.603932295777,PEATON,2020-02-28,Mujer,39
13731,04:21:00 p.m.,13,AVENIDA,DEL LIBERTADOR AV.,-58.446432718384,-34.55783655225,MOTO,2020-02-28,Varon,47
13732,05:30:00 p.m.,5,AVENIDA,RIVADAVIA AV.,-58.429254188498,-34.615104786022,MOTO,2020-02-28,Varon,43
13733,06:01:00 p.m.,11,CALLE,NAZARRE,-58.497776190827,-34.604102399513,PEATON,2020-02-28,Mujer,71
13734,03:30:00 p.m.,10,CALLE,CORTINA,-58.524868151849,-34.620484631122,MOTO,2020-02-28,Mujer,20
13735,05:10:00 p.m.,6,CALLE,VALLE,-58.443324619043,-34.625253870147,MOTO,2020-02-28,Varon,47
13736,06:20:00 p.m.,14,AVENIDA,SANTA FE AV.,-58.423613878452,-34.579879916628,PEATON,2020-02-28,Varon,32
13737,06:20:00 p.m.,14,AVENIDA,SANTA FE AV.,-58.423613878452,-34.579879916628,PEATON,2020-02-28,sd,sd
13738,10:05:00 a.m.,9,CALLE,"LAFERRERE, GREGORIO DE",-58.471285648674,-34.644590785709,PEATON,2020-02-28,Varon,60
13739,06:30:00 p.m.,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.499032773444,-34.550362662365,AUTO,2020-02-28,Varon,47
13740,07:15:00 p.m.,11,AVENIDA,"JUSTO, JUAN B. AV.",-58.476096045567,-34.618101861621,MOTO,2020-02-28,Mujer,34
13741,07:15:00 p.m.,11,AVENIDA,"JUSTO, JUAN B. AV.",-58.476096045567,-34.618101861621,MOTO,2020-02-28,Varon,32
13744,08:50:00 p.m.,15,AVENIDA,"JUSTO, JUAN B. AV.",-58.453088225463,-34.600824962274,MOTO,2020-02-28,Varon,31
13745,08:50:00 p.m.,15,AVENIDA,"JUSTO, JUAN B. AV.",-58.453088225463,-34.600824962274,MOTO,2020-02-28,Varon,26
13746,09:30:00 p.m.,10,AVENIDA,"JUAREZ, BENITO",-58.504752311919,-34.619230785826,PEATON,2020-02-28,Varon,76
13748,10:16:00 p.m.,1,AVENIDA,9 DE JULIO AV.,-58.381932343475,-34.601384141356,MOTO,2020-02-29,Varon,25
13749,11:07:00 p.m.,3,AVENIDA,BELGRANO AV.,-58.403008141331,-34.614532588746,MOTO,2020-02-29,Varon,28
13750,01:30:00 a.m.,10,AVENIDA,GAONA AV.,-58.485940848319,-34.625742623021,MOTO,2020-02-29,Varon,32
13751,02:50:00 p.m.,4,CALLE,CALIFORNIA,-58.369834260548,-34.64594390231,TRANSPORTE PUBLICO,2020-02-29,Varon,26
13752,06:00:00 a.m.,13,AVENIDA,CABILDO AV.,-58.476178020985,-34.538256524689,AUTO,2020-02-29,Varon,47
13756,10:25:00 a.m.,11,CALLE,TERRADA,-58.475173273935,-34.617029969533,MOTO,2020-02-29,Varon,45
13757,12:05:00 p.m.,11,AVENIDA,"BEIRO, FRANCISCO AV.",-58.499995278547,-34.59833679102,MOTO,2020-02-29,Varon,64
13758,12:18:00 p.m.,1,AVENIDA,INDEPENDENCIA AV.,-58.387463813973,-34.617908395522,CICLISTA,2020-02-29,Mujer,40
13760,11:10:00 a.m.,15,AVENIDA,CORDOBA AV.,-58.438251383197,-34.588856636767,MOTO,2020-02-29,Varon,41
13761,03:30:00 p.m.,9,AVENIDA,DIRECTORIO AV.,-58.505464077696,-34.662092677453,MOTO,2020-02-29,Varon,45
13762,05:30:00 p.m.,7,CALLE,NEUQUEN,-58.463239945349,-34.617329494776,MOTO,2020-02-29,Varon,22
13764,08:00:00 p.m.,11,AVENIDA,"BEIRO, FRANCISCO AV.",-58.520404414203,-34.611137668884,MOTO,2020-02-29,Mujer,49
13765,08:00:00 p.m.,11,AVENIDA,"BEIRO, FRANCISCO AV.",-58.520404414203,-34.611137668884,MOTO,2020-02-29,Varon,27
13766,12:00:00 a.m.,3,AVENIDA,CORDOBA AV.,-58.403724400784,-34.598454471462,MOTO,2020-02-29,Varon,26
13767,02:10:00 a.m.,3,AVENIDA,INDEPENDENCIA AV.,-58.409254545037,-34.620022345225,MOTO,2020-03-01,Varon,22
13768,04:00:00 a.m.,3,AVENIDA,RIVADAVIA AV.,-58.391959161626,-34.609234203568,PEATON,2020-03-01,Varon,32
13770,04:33:00 a.m.,5,AVENIDA,BILLINGHURST,-58.415825590649,-34.610833904689,TAXI,2020-03-01,Varon,39
13771,05:02:00 a.m.,3,AVENIDA,JUJUY AV.,-58.405633937945,-34.612973538456,MOTO,2020-03-01,Varon,36
13773,07:20:00 a.m.,3,AVENIDA,PUEYRREDON AV.,-58.403724400784,-34.598454471462,TAXI,2020-03-01,Mujer,58
13774,07:20:00 a.m.,3,AVENIDA,PUEYRREDON AV.,-58.403724400784,-34.598454471462,TAXI,2020-03-01,Varon,61
13776,01:35:00 p.m.,3,AVENIDA,SAN JUAN AV.,-58.393768663972,-34.62287319707,PEATON,2020-03-01,Mujer,57
13780,09:25:00 p.m.,1,AVENIDA,BELGRANO AV.,-58.381353762551,-34.613100568506,AUTO,2020-03-02,Mujer,27
13781,10:55:00 p.m.,12,AVENIDA,MONROE,-58.48250732522,-34.572082381343,PEATON,2020-03-02,Mujer,28
13784,07:50:00 a.m.,4,AVENIDA,"BROWN, ALTE. AV.",-58.357791419073,-34.637599715387,MOTO,2020-03-02,Varon,37
13785,06:30:00 a.m.,15,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",-58.449156015886,-34.603646773558,MOTO,2020-03-02,sd,sd
13786,09:15:00 a.m.,11,CALLE,"GONZALEZ, JOAQUIN V.",-58.511706285566,-34.596251772832,MOTO,2020-03-02,Varon,42
13787,10:25:00 a.m.,14,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",-58.428873150178,-34.593283385814,MOTO,2020-03-02,Varon,26
13789,11:50:00 a.m.,8,CALLE,"JANER, ANA MARIA",-58.443544685938,-34.654891063776,MOTO,2020-03-02,Varon,20
13794,01:45:00 p.m.,6,AVENIDA,RIVADAVIA AV.,-58.452362294464,-34.62518092479,PEATON,2020-03-02,Varon,22
13795,02:00:00 p.m.,8,AVENIDA,SOLDADO DE LA FRONTERA AV.,-58.462483062848,-34.686426702613,AUTO,2020-03-02,Varon,41
13796,03:30:00 p.m.,9,CALLE,SALADILLO,-58.511861654305,-34.665031579271,MOTO,2020-03-02,Varon,40
13798,02:30:00 p.m.,13,AVENIDA,"PINO, VIRREY DEL",-58.444188174355,-34.561755489477,TAXI,2020-03-02,varon,37
13799,02:30:00 p.m.,13,AVENIDA,"PINO, VIRREY DEL",-58.444188174355,-34.561755489477,TAXI,2020-03-02,varon,39
13800,02:30:00 p.m.,13,AVENIDA,"PINO, VIRREY DEL",-58.444188174355,-34.561755489477,TAXI,2020-03-02,varon,32
13801,02:30:00 p.m.,13,AVENIDA,"PINO, VIRREY DEL",-58.444188174355,-34.561755489477,TAXI,2020-03-02,varon,38
13804,03:40:00 p.m.,3,AVENIDA,JUNIN,-58.396782679965,-34.604532807459,PEATON,2020-03-02,Varon,61
13805,12:17:00 p.m.,14,AVENIDA,CORDOBA AV.,-58.41726525549,-34.597825109942,MOTO,2020-03-02,Varon,28
13806,06:15:00 p.m.,14,AVENIDA,SANTA FE AV.,-58.416030582879,-34.584869647715,TRANSPORTE PUBLICO,2020-03-02,Varon,2
13807,06:15:00 p.m.,14,AVENIDA,SANTA FE AV.,-58.416030582879,-34.584869647715,TRANSPORTE PUBLICO,2020-03-02,Mujer,21
13808,06:15:00 p.m.,14,AVENIDA,SANTA FE AV.,-58.416030582879,-34.584869647715,TRANSPORTE PUBLICO,2020-03-02,Mujer,32
13809,12:00:00 a.m.,15,AVENIDA,FOREST AV.,-58.454997398791,-34.584345265141,PEATON,2020-03-02,sd,sd
13811,07:10:00 p.m.,1,AVENIDA,PASEO COLON AV.,-58.369544224646,-34.617751078831,PEATON,2020-03-02,Varon,37
13812,06:20:00 p.m.,11,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",-58.461640971678,-34.609522337125,PEATON,2020-03-02,Mujer,40
13814,08:45:00 p.m.,9,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.515819144532,-34.661266803163,AUTO,2020-03-02,Varon,55
13815,06:30:00 a.m.,14,AVENIDA,"VEGA, NICETO, CNEL. AV.",-58.43927978669,-34.586761384246,AUTO,2020-03-03,Varon,29
13818,11:30:00 a.m.,15,AVENIDA,CORRIENTES AV.,-58.443900469195,-34.595407077601,TAXI,2020-03-03,Mujer,62
13819,11:30:00 a.m.,11,CALLE,CAMPANA,-58.494007298309,-34.605492229481,PEATON,2020-03-03,Mujer,78
13821,01:10:00 p.m.,15,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",-58.442489367586,-34.602219481338,PEATON,2020-03-03,Mujer,36
13822,07:45:00 p.m.,3,AVENIDA,ALBERTI,-58.401356075197,-34.614430633031,AUTO,2020-03-03,Mujer,40
13823,02:50:00 p.m.,15,AVENIDA,"JUSTO, JUAN B. AV.",-58.450876925698,-34.599308378433,MOTO,2020-03-03,Varon,39
13824,04:50:00 p.m.,4,AVENIDA,CASEROS AV.,-58.399211993317,-34.636155264211,TRANSPORTE PUBLICO,2020-03-03,Mujer,43
13825,01:45:00 p.m.,8,CALLE,SARAZA,-58.485347129063,-34.675800707782,CAMIONETA,2020-03-03,Mujer,44
13826,01:45:00 p.m.,8,CALLE,SARAZA,-58.485347129063,-34.675800707782,CAMIONETA,2020-03-03,Varon,50
13827,06:27:00 p.m.,7,AVENIDA,RIVADAVIA AV.,-58.472271996784,-34.631621892041,MOTO,2020-03-03,Varon,32
13829,03:50:00 p.m.,10,AVENIDA,CARRASCO AV.,-58.495874196148,-34.628733518748,PEATON,2020-03-03,Varon,22
13830,04:20:00 p.m.,3,AVENIDA,SAN JUAN AV.,-58.407578667016,-34.624267095605,MOTO,2020-03-03,Varon,33
13831,06:20:00 p.m.,5,CALLE,RAWSON,-58.425977763092,-34.607515247866,MOTO,2020-03-03,Varon,28
13833,07:45:00 p.m.,14,AVENIDA,SARMIENTO AV.,-58.412657369251,-34.572060937277,MOTO,2020-03-03,Mujer,35
13834,07:45:00 p.m.,14,AVENIDA,SARMIENTO AV.,-58.412657369251,-34.572060937277,MOTO,2020-03-03,Varon,32
13835,09:00:00 p.m.,15,CALLE,DONADO,-58.47064958936,-34.58615881298,MOTO,2020-03-03,Varon,43
13836,05:30:00 p.m.,4,CALLE,PEPIRI,-58.408911542093,-34.640460856122,TRANSPORTE PUBLICO,2020-03-03,Mujer,19
13838,08:30:00 p.m.,15,AVENIDA,FOREST AV.,-58.450768435285,-34.588690532901,MOTO,2020-03-03,Varon,25
13840,07:20:00,9,AUTOPISTA,PASAJE INTERNO PARQUE AVELLANEDA (NO OFICIAL),-58.476455,-34.64864,TRANSPORTE PUBLICO,2020-03-04,Mujer,53
13841,12:07:00 p.m.,5,AVENIDA,"YRIGOYEN, HIPOLITO AV.",-58.415774372229,-34.61357870521,MOTO,2020-03-04,Varon,45
13842,11:00:00 a.m.,1,AVENIDA,RIVADAVIA AV.,-58.386279338879,-34.608784576844,MOTO,2020-03-04,Varon,35
13844,10:20:00 a.m.,1,CALLE,BOUCHARD,-58.369313850043,-34.602322666896,MOVIL,2020-03-04,Varon,26
13846,03:00:00 p.m.,3,AVENIDA,PUEYRREDON AV.,-58.405882740676,-34.607431250994,PEATON,2020-03-04,Varon,24
13847,11:00:00 a.m.,7,AVENIDA,CASTAÃ‘ARES AV.,-58.454636620405,-34.650821491519,AUTO,2020-03-04,Varon,53
13848,04:00:00 p.m.,4,CALLE,BRANDSEN,-58.386660247888,-34.639533965394,MOTO,2020-03-04,Varon,28
13850,05:18:00 p.m.,4,CALLE,ALVARADO,-58.378223055363,-34.646392441009,AUTO,2020-03-04,Varon,56
13852,05:00:00 p.m.,10,AVENIDA,AUTOPISTA PERITO MORENO,-58.495796969157,-34.63697385244,MOTO,2020-03-04,Varon,52
13853,06:15:00 p.m.,9,GRAL PAZ,"PAZ, GRAL. AV.",-58.502577390365,-34.67326988686,AUTO,2020-03-04,Varon,28
13854,07:30:00 p.m.,7,AVENIDA,LA PLATA AV.,-58.425184810519,-34.633699781325,PEATON,2020-03-04,Mujer,22
13856,08:50:00 p.m.,4,CALLE,IRALA,-58.366300623015,-34.637662780293,PEATON,2020-03-04,Varon,43
13857,07:45:00 p.m.,14,CALLE,EL SALVADOR,-58.429259967858,-34.588206259741,MOTO,2020-03-04,Varon,24
13858,05:20:00 p.m.,14,AVENIDA,DEL LIBERTADOR AV.,-58.41316147916,-34.575796696868,AUTO,2020-03-04,Mujer,38
13859,11:11:00 p.m.,3,AVENIDA,RIVADAVIA AV.,-58.394867072815,-34.609386957646,PEATON,2020-03-04,Varon,57
13860,09:50:00 p.m.,15,CALLE,DARWIN,-58.44164922913,-34.591258595702,MOTO,2020-03-04,Varon,54
13861,09:20:00 p.m.,1,AVENIDA,DE MAYO AV.,-58.387291016691,-34.609454868387,AUTO,2020-03-04,Mujer,31
13862,12:20:00 a.m.,3,CALLE,ESTADOS UNIDOS,-58.407574721783,-34.620873430655,MOTO,2020-03-05,Varon,20
13864,09:00:00 a.m.,8,CALLE,"RUCCI, JOSE IGNACIO",-58.480757196708,-34.676570833939,PEATON,2020-03-05,Mujer,40
13867,11:00:00 a.m.,5,CALLE,COCHABAMBA,-58.417427050579,-34.627116900848,MOTO,2020-03-05,Varon,40
13868,07:55:00 a.m.,5,CALLE,SAN LUIS,-58.413544124255,-34.59918191009,PEATON,2020-03-05,Mujer,36
13869,10:45:00 a.m.,6,AVENIDA,LA PLATA AV.,-58.428837719317,-34.617995230089,MOTO,2020-03-05,Varon,27
13870,07:40:00 a.m.,1,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",-58.385564798704,-34.578426646482,MOTO,2020-03-05,Varon,38
13871,12:45:00 p.m.,6,AVENIDA,DIAZ VELEZ AV.,-58.43687501572,-34.60896679719,MOTO,2020-03-05,Varon,57
13872,01:00:00 p.m.,5,CALLE,CASTRO BARROS,-58.41826550365,-34.628239760711,AUTO,2020-03-05,Varon,39
13874,12:12:00 p.m.,3,AVENIDA,BELGRANO AV.,-58.399292782863,-34.614308580472,MOTO,2020-03-05,varon,45
13878,02:05:00 p.m.,9,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.497545812753,-34.647034708862,MOTO,2020-03-05,Varon,23
13879,01:30:00 p.m.,8,CALLE,ZUVIRIA,-58.479722115865,-34.663451334046,AUTO,2020-03-05,Mujer,74
13880,12:30:00 p.m.,7,CALLE,QUIRNO,-58.468050360426,-34.638172166247,AUTO,2020-03-05,Varon,47
13881,04:15:00 p.m.,1,AVENIDA,"IRIGOYEN, BERNARDO DE",-58.379012811518,-34.626083225337,TAXI,2020-03-05,Mujer,42
13883,08:50:00 a.m.,7,AVENIDA,DIRECTORIO AV.,-58.457719106847,-34.632561231475,MOTO,2020-03-05,Varon,25
13884,02:00:00 p.m.,4,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,-58.374303007564,-34.646985422226,MOTO,2020-03-05,Varon,41
13886,03:50:00 p.m.,4,CALLE,"JANER, ANA MARIA",-58.434503665518,-34.646673720277,AUTO,2020-03-05,Varon,29
13887,05:35:00 p.m.,6,CALLE,"AMBROSETTI, JUAN B.",-58.437292343915,-34.613855409975,MOVIL,2020-03-05,Varon,28
13888,05:45:00 p.m.,9,CALLE,CARHUE,-58.515576566438,-34.656523588758,PEATON,2020-03-05,Mujer,22
13889,05:40:00 p.m.,1,CALLE,ESMERALDA,-58.377812987123,-34.608210339078,MOTO,2020-03-05,Varon,29
13890,06:00:00 p.m.,9,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.514911761647,-34.660535444349,MOTO,2020-03-05,Mujer,12
13891,05:00:00 p.m.,9,CALLE,TONELERO,-58.529311419102,-34.654229179843,MOTO,2020-03-05,Varon,23
13893,06:30:00 p.m.,8,AVENIDA,ESCALADA AV.,-58.464152954621,-34.669644648483,MOTO,2020-03-05,Varon,32
13894,05:15:00 p.m.,9,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",-58.467398254764,-34.651177578013,MOTO,2020-03-05,Varon,31
13895,08:30:00 p.m.,14,AVENIDA,DEL LIBERTADOR AV.,-58.410941846671,-34.576799798401,MOTO,2020-03-05,Varon,21
13897,08:20:00 p.m.,6,AVENIDA,ACOYTE AV.,-58.437246984197,-34.617232929964,MOTO,2020-03-05,Varon,20
13899,07:00:00 p.m.,5,AVENIDA,COLOMBRES,-58.418473513967,-34.615783915547,TRANSPORTE PUBLICO,2020-03-05,Varon,27
13900,06:00:00 a.m.,11,CALLE,BOYACA,-58.471620150931,-34.606697443724,AUTO,2020-03-06,varon,35
13901,06:00:00 a.m.,11,CALLE,BOYACA,-58.471620150931,-34.606697443724,AUTO,2020-03-06,Varon,36
13902,07:30:00 a.m.,8,GRAL PAZ,"PAZ, GRAL. AV.",-58.501265546696,-34.674020313012,MOTO,2020-03-06,Varon,51
13903,10:20:00 a.m.,12,AVENIDA,OLAZABAL AV.,-58.480668591644,-34.573495220315,MOTO,2020-03-06,Varon,32
13904,07:00:00 a.m.,3,CALLE,"GOMEZ, VALENTIN",-58.410773334548,-34.605108443646,AUTO,2020-03-06,Mujer,sd
13905,09:15:00 a.m.,15,AVENIDA,ELCANO AV.,-58.460536221956,-34.584943895488,TRANSPORTE PUBLICO,2020-03-06,Varon,43
13906,05:15:00 p.m.,1,AVENIDA,INDEPENDENCIA AV.,-58.384321439147,-34.617792808659,MOTO,2020-03-06,Varon,29
13908,10:00:00 a.m.,6,CALLE,DOBLAS,-58.431267140447,-34.621164086055,AUTO,2020-03-06,Varon,57
