,hora,comuna,tipo_calle,calle,longitud,latutid,victima,FECHA ,SEXO,EDAD_VICTIMA
19870,01:40:00,7,AVENIDA,NAZCA AV.,-58.470209293851,-34.629433806873,TAXI,2021-02-01,Varon,60
19871,07:15:00,3,AVENIDA,PUEYRREDON AV.,-58.404182834832,-34.599895350551,PEATON,2021-02-01,Mujer,39
19872,14:47:00,3,AVENIDA,INDEPENDENCIA AV.,-58.402804261862,-34.618972601653,AUTO,2021-02-01,Varon,51
19873,01:00:00,3,AVENIDA,JUJUY AV.,-58.403515619703,-34.618839160379,MOTO,2021-02-02,Varon,28
19875,10:08:00,4,AVENIDA,"IRIARTE, GRAL. AV.",-58.396166798787,-34.651275545855,MOTO,2021-02-02,Varon,57
19877,16:20:00,1,CALLE,MORENO,-58.376209168212,-34.6115648135,PEATON,2021-02-02,Varon,51
19878,18:00:00,7,CALLE,BOGOTA,-58.4596175376,-34.623718742301,AUTO,2021-02-02,Mujer,24
19879,15:30:00,15,CALLE,HEREDIA,-58.463345211508,-34.581772953265,PEATON,2021-02-02,Varon,41
19880,22:00:00,1,CALLE,LIMA,-58.381514880155,-34.617660112719,PEATON,2021-02-02,Varon,41
19883,23:10:00,15,AVENIDA,ELCANO AV.,-58.466371538183,-34.590759838541,MOTO,2021-02-02,Mujer,21
19885,12:30:00,1,CALLE,VIAMONTE,-58.381997069239,-34.600286487553,AUTO,2021-02-02,Varon,54
19886,10:35:00,11,AVENIDA,"JUSTO, JUAN B. AV.",-58.466561114522,-34.61061605241,MOTO,2021-02-03,Varon,28
19888,12:00:00,9,AVENIDA,"PERON, EVA AV.",-58.491760385976,-34.666005750282,MOTO,2021-02-03,Varon,20
19889,13:20:00,4,AVENIDA,LA PLATA AV.,-58.422025033352,-34.643842366032,MOTO,2021-02-03,Varon,32
19890,13:20:00,3,AVENIDA,PUEYRREDON AV.,-58.404151181657,-34.599087622146,MOTO,2021-02-03,Varon,28
19891,16:10:00,13,CALLE,OLAZABAL,-58.462388995523,-34.562365559117,MOTO,2021-02-03,Varon,30
19892,16:20:00,7,CALLE,ZUVIRIA,-58.435345920846,-34.629611153326,MOTO,2021-02-03,Varon,30
19893,14:32:00,9,CALLE,TANDIL,-58.494745452622,-34.655574889408,AUTO,2021-02-03,Mujer,52
19894,21:50:00,4,CALLE,TRAFUL,-58.40969005006,-34.650552900169,PEATON,2021-02-03,Mujer,20
19897,08:00:00,6,AVENIDA,LA PLATA AV.,-58.427177837417,-34.625133747514,PEATON,2021-02-03,Mujer,38
19898,12:40:00,2,CALLE,GUIDO,-58.389638235081,-34.590022766838,AUTO,2021-02-03,Varon,29
19901,10:15:00,1,CALLE,PERU,-58.374227853231,-34.620758849701,TAXI,2021-02-04,Varon,67
19903,12:21:00,9,CALLE,GARZON EUGENIO GENERAL,-58.486297129961,-34.651962385242,AUTO,2021-02-04,Varon,44
19904,11:45:00,7,CALLE,PUMACAHUA,-58.449351340805,-34.637302718342,MOTO,2021-02-04,Varon,46
19905,14:10:00,13,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",-58.448775219576,-34.546789508395,MOTO,2021-02-04,Varon,27
19906,16:56:00,10,CALLE,LOPE DE VEGA,-58.499265175818,-34.637287775347,MOTO,2021-02-04,Varon,29
19909,15:30:00,7,AVENIDA,"MORENO, JOSE MARIA AV.",-58.433591132759,-34.62996838626,MOTO,2021-02-04,Varon,37
19911,19:30:00,8,CALLE,LARRAZABAL,-58.477439662261,-34.672334071713,MOTO,2021-02-04,Mujer,44
19912,19:30:00,8,CALLE,LARRAZABAL,-58.477439662261,-34.672334071713,MOTO,2021-02-04,Varon,43
19913,23:35:00,7,AUTOPISTA,AUTOPISTA 25 DE MAYO,-58.453290302151,-34.63647866308,AUTO,2021-02-04,Varon,50
19916,15:45:00,12,CALLE,"YRURTIA, ROGELIO",-58.502899343642,-34.560096780362,AUTO,2021-02-04,Varon,51
19917,18:20:00,7,AVENIDA,CARABOBO AV.,-58.455462178609,-34.629303397233,MOTO,2021-02-04,Varon,35
19921,00:00:00,13,AVENIDA,DEL LIBERTADOR AV.,-58.455041548556,-34.548644926551,MOTO,2021-02-05,Varon,28
19922,07:35:00,1,AVENIDA,SAN JUAN AV.,-58.382964703762,-34.622242609521,MOTO,2021-02-05,Varon,29
19923,08:30:00,5,CALLE,PRINGLES,-58.426519302187,-34.599967772907,MOTO,2021-02-05,Varon,43
19924,09:20:00,9,CALLE,TAPALQUE,-58.491426113732,-34.645847954704,PEATON,2021-02-05,Mujer,68
19926,10:00:00,11,AVENIDA,SAN MARTIN AV.,-58.458986084424,-34.604548927254,MOTO,2021-02-05,Varon,36
19928,13:00:00,6,AVENIDA,SAN MARTIN AV.,-58.455183334176,-34.605533135471,MOTO,2021-02-05,Varon,25
19929,16:53:00,10,GRAL PAZ,"PAZ, GRAL. AV.",-58.531070946567,-34.614655568553,MOTO,2021-02-05,Varon,57
19930,15:00:00,4,AVENIDA,"MONTES DE OCA, MANUEL AV.",-58.375979807985,-34.63207092391,MOTO,2021-02-05,Varon,48
19931,16:40:00,8,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.442393302564,-34.659030216719,MOTO,2021-02-05,Varon,28
19933,19:30:00,3,AVENIDA,INDEPENDENCIA AV.,-58.409254545037,-34.620022345225,MOTO,2021-02-05,Mujer,39
19934,19:30:00,3,AVENIDA,INDEPENDENCIA AV.,-58.409254545037,-34.620022345225,MOTO,2021-02-05,Mujer,34
19935,21:30:00,14,CALLE,"CABRERA, JOSE A.",-58.433978098133,-34.588716950053,PEATON,2021-02-05,Mujer,34
19936,21:40:00,11,CALLE,"DIAZ, CESAR, GRAL.",-58.464784069668,-34.607604453715,MOTO,2021-02-05,Varon,29
19937,22:45:00,3,CALLE,MORENO,-58.400226845169,-34.613200531347,MOTO,2021-02-05,Varon,49
19938,23:20:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.422816272177,-34.642824242514,MOTO,2021-02-05,Varon,32
19939,13:30:00,15,AVENIDA,"NEWBERY, JORGE AV.",-58.457693249483,-34.595183974007,MOTO,2021-02-05,Mujer,38
19940,17:00:00,12,AVENIDA,ALBARELLOS AV.,-58.510686190333,-34.578288515403,MOTO,2021-02-05,Varon,22
19942,11:32:00,7,AVENIDA,DIRECTORIO AV.,-58.430858731544,-34.627771641734,MOTO,2021-02-06,Varon,23
19943,13:30:00,3,AVENIDA,RIVADAVIA AV.,-58.396289746391,-34.609483030327,MOTO,2021-02-06,Mujer,32
19944,13:24:00,13,CALLE,BLANCO ENCALADA,-58.464870973285,-34.562419965295,AUTO,2021-02-06,Varon,37
19945,13:24:00,13,CALLE,BLANCO ENCALADA,-58.464870973285,-34.562419965295,AUTO,2021-02-06,Varon,35
19947,12:30:00,13,CALLE,MOLDES,-58.45567735459,-34.56805702272,PEATON,2021-02-06,Mujer,76
19948,17:50:00,9,CALLE,TANDIL,-58.504831759963,-34.663951636291,AUTO,2021-02-06,Mujer,75
19949,17:50:00,9,CALLE,TANDIL,-58.504831759963,-34.663951636291,AUTO,2021-02-06,Mujer,71
19950,17:50:00,9,CALLE,TANDIL,-58.504831759963,-34.663951636291,AUTO,2021-02-06,Varon,79
19951,21:30:00,15,AVENIDA,SAN MARTIN AV.,-58.452015865035,-34.60616670834,PEATON,2021-02-06,Mujer,90
19953,18:50:00,8,AVENIDA,LACARRA AV.,-58.448167857751,-34.666113366747,AUTO,2021-02-06,Varon,57
19954,18:50:00,8,AVENIDA,LACARRA AV.,-58.448167857751,-34.666113366747,AUTO,2021-02-06,Varon,45
19955,18:50:00,8,AVENIDA,LACARRA AV.,-58.448167857751,-34.666113366747,AUTO,2021-02-06,Mujer,38
19957,22:30:00,6,AVENIDA,"MORENO, JOSE MARIA AV.",-58.435915152638,-34.619362573322,TRANSPORTE PUBLICO,2021-02-06,Mujer,82
19962,00:10:00,15,CALLE,GUTENBERG,-58.495837626665,-34.59331036798,MOTO,2021-02-07,Varon,33
19963,11:55:00,9,CALLE,TANDIL,-58.501654370165,-34.661333931416,TRANSPORTE PUBLICO,2021-02-07,Mujer,68
19965,19:50:00,2,AVENIDA,DEL LIBERTADOR AV.,-58.388712283876,-34.585496625477,MOTO,2021-02-07,Varon,38
19966,10:30:00,8,CALLE,LAFUENTE,-58.442770942945,-34.659578014782,TRANSPORTE PUBLICO,2021-02-07,Mujer,38
19968,07:00:00,3,CALLE,24 DE NOVIEMBRE,-58.410763815894,-34.621571614639,CAMIONETA,2021-02-08,Varon,53
19969,10:40:00,7,AVENIDA,NAZCA AV.,-58.472841619932,-34.62407050982,PEATON,2021-02-08,Varon,40
19971,14:20:00,3,CALLE,"MITRE, BARTOLOME",-58.406032175589,-34.608839602994,PEATON,2021-02-08,Varon,31
19972,15:10:00,7,AVENIDA,AVELLANEDA AV.,-58.470251175315,-34.625957287442,MOTO,2021-02-08,Varon,27
19973,17:20:00,7,AVENIDA,CARABOBO AV.,-58.451441619948,-34.637465619345,MOTO,2021-02-08,Varon,32
19974,14:30:00,1,AVENIDA,CORDOBA AV.,-58.38125372284,-34.599030525176,MOTO,2021-02-08,Varon,39
19976,17:30:00,8,CALLE,CAFAYATE,-58.469375999008,-34.684252781209,AUTO,2021-02-08,Varon,62
19977,17:30:00,8,CALLE,CAFAYATE,-58.469375999008,-34.684252781209,AUTO,2021-02-08,Varon,54
19979,17:30:00,8,CALLE,CAFAYATE,-58.469375999008,-34.684252781209,AUTO,2021-02-08,Mujer,42
19981,18:20:00,3,AVENIDA,BELGRANO AV.,-58.393235405767,-34.613930176763,TRANSPORTE PUBLICO,2021-02-08,Mujer,26
19984,21:30:00,4,AVENIDA,ENTRE RIOS AV.,-58.390786226195,-34.630516966208,PEATON,2021-02-08,Varon,25
19985,22:15:00,2,AVENIDA,CORDOBA AV.,-58.408150667452,-34.598068377123,MONOPATIN,2021-02-08,Varon,50
19986,13:30:00,11,AVENIDA,NAZCA AV.,-58.482978680604,-34.609458647847,MOTO,2021-02-08,Varon,40
19987,17:45:00,10,AVENIDA,SEGUROLA AV.,-58.482379630204,-34.633941359598,TRANSPORTE PUBLICO,2021-02-08,Mujer,59
19988,08:20:00,7,CALLE,CULPINA,-58.466746626369,-34.630887128099,MOTO,2021-02-09,Mujer,30
19989,09:00:00,1,CALLE,"IRIGOYEN, BERNARDO DE",-58.378497168021,-34.627487601341,TRANSPORTE PUBLICO,2021-02-09,Mujer,43
19990,10:00:00,8,AVENIDA,VARELA AV.,-58.437023955203,-34.65678379658,TAXI,2021-02-09,Varon,49
19994,12:00:00,6,AVENIDA,GAONA AV.,-58.450955520599,-34.60996306808,MOTO,2021-02-09,Varon,25
19995,12:30:00,7,AVENIDA,NAZCA AV.,-58.471104246994,-34.627424083182,TRANSPORTE PUBLICO,2021-02-09,Varon,57
19996,12:30:00,7,AVENIDA,NAZCA AV.,-58.471104246994,-34.627424083182,TRANSPORTE PUBLICO,2021-02-09,Varon,42
19997,12:30:00,7,AVENIDA,NAZCA AV.,-58.471104246994,-34.627424083182,TRANSPORTE PUBLICO,2021-02-09,Varon,66
19998,12:30:00,7,AVENIDA,NAZCA AV.,-58.471104246994,-34.627424083182,TRANSPORTE PUBLICO,2021-02-09,Mujer,50
20001,19:40:00,5,AVENIDA,CASEROS AV.,-58.413194195985,-34.638429433295,MOTO,2021-02-09,Varon,31
20002,22:45:00,5,AVENIDA,RIVADAVIA AV.,-58.424940267744,-34.61319664982,MOTO,2021-02-09,Varon,41
20003,23:40:00,2,CALLE,JUNCAL,-58.405673399714,-34.588804331826,MOTO,2021-02-09,Varon,13
20004,16:30:00,7,AVENIDA,CARABOBO AV.,-58.450436628194,-34.638273742762,AUTO,2021-02-09,Varon,56
20005,16:15:00,3,AVENIDA,JUJUY AV.,-58.405569844133,-34.612420560635,MOTO,2021-02-09,Varon,23
20006,07:45:00,5,AVENIDA,DIAZ VELEZ AV.,-58.4291920573,-34.608733767019,TAXI,2021-02-10,Varon,80
20007,09:20:00,10,CALLE,ZELADA,-58.492211554223,-34.64132466891,MOTO,2021-02-10,Varon,33
20008,13:50:00,10,CALLE,IRIGOYEN,-58.523942041627,-34.622630542864,AUTO,2021-02-10,Mujer,36
20009,13:15:00,6,AVENIDA,DIRECTORIO AV.,-58.435648802329,-34.628286560256,MOTO,2021-02-10,Varon,35
20011,16:30:00,6,AVENIDA,"GOYENA, PEDRO AV.",-58.450395833712,-34.628144432815,MOTO,2021-02-10,Varon,51
20013,13:40:00,14,AVENIDA,"JUSTO, JUAN B. AV.",-58.436675600269,-34.586787569032,MOTO,2021-02-10,Mujer,28
20017,23:20:00,11,AVENIDA,SAN MARTIN AV.,-58.460053424907,-34.604275243831,TRANSPORTE PUBLICO,2021-02-10,Varon,47
20022,07:30:00,4,CALLE,"MAGALDI, AGUSTIN",-58.391682996013,-34.658367928539,PEATON,2021-02-11,Mujer,31
20023,07:20:00,4,AVENIDA,"CRUZ, OSVALDO AV.",-58.387040802907,-34.655230376766,MOTO,2021-02-11,Varon,40
20024,17:00:00,1,CALLE,PERU,-58.375030438527,-34.611133904073,PEATON,2021-02-11,Varon,32
20025,17:00:00,1,CALLE,PERU,-58.375030438527,-34.611133904073,PEATON,2021-02-11,Varon,25
20026,11:50:00,9,CALLE,OLIDEN,-58.512957709437,-34.645854186482,MOTO,2021-02-11,Mujer,31
20027,14:20:00,14,AVENIDA,"JUSTO, JUAN B. AV.",-58.436675600269,-34.586787569032,TRANSPORTE PUBLICO,2021-02-11,Mujer,50
20028,14:20:00,14,AVENIDA,"JUSTO, JUAN B. AV.",-58.436675600269,-34.586787569032,TRANSPORTE PUBLICO,2021-02-11,Mujer,53
20031,15:30:00,9,CALLE,"SUAREZ, JOSE LEON",-58.526903729146,-34.650710069932,CAMIONETA,2021-02-11,Varon,40
20033,17:50:00,13,CALLE,"PEDRAZA, MANUELA",-58.467251169882,-34.552262762915,MOTO,2021-02-11,Varon,46
20034,16:39:00,2,AVENIDA,CORDOBA AV.,-58.414630286727,-34.597897398445,MOTO,2021-02-11,Varon,30
20036,20:00:00,4,CALLE,GARRO,-58.40799908302,-34.63312523659,AUTO,2021-02-11,Mujer,21
20037,00:00:00,10,AVENIDA,LOPE DE VEGA AV.,-58.51056129966,-34.625114517572,MOTO,2021-02-11,Varon,27
20038,20:05:00,12,AVENIDA,CABILDO AV.,-58.473786649139,-34.541530777721,MOTO,2021-02-11,Varon,24
20039,21:00:00,9,AVENIDA,DIRECTORIO AV.,-58.504657827002,-34.661422034581,MOTO,2021-02-11,Varon,27
20041,05:51:00,11,CALLE,BOYACA,-58.464466123907,-34.615761088823,AUTO,2021-02-11,Varon,53
20042,10:20:00,7,AVENIDA,DIRECTORIO AV.,-58.467491887068,-34.635517513682,MOTO,2021-02-11,Varon,34
20043,00:12:00,11,AVENIDA,LINCOLN AV.,-58.51528467766,-34.599014781156,MOTO,2021-02-12,Varon,20
20044,07:42:00,9,CALLE,"SUAREZ, JOSE LEON",-58.501269835572,-34.672194734022,MOTO,2021-02-12,Varon,48
20045,11:30:00,1,AVENIDA,BELGRANO AV.,-58.381353762551,-34.613100568506,PEATON,2021-02-12,Mujer,27
20049,14:59:00,4,CALLE,ECHAURI,-58.418328025226,-34.658124154519,PEATON,2021-02-12,Varon,25
20050,14:45:00,8,GRAL PAZ,"PAZ, GRAL. AV.",-58.468870198732,-34.699749338521,MOTO,2021-02-12,Varon,44
20051,14:45:00,8,GRAL PAZ,"PAZ, GRAL. AV.",-58.468870198732,-34.699749338521,MOTO,2021-02-12,Mujer,44
20052,15:00:00,2,CALLE,"BIBILONI, JUAN A.",-58.393125551216,-34.583013858687,MOTO,2021-02-12,Varon,42
20053,15:44:00,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.500738109269,-34.5497951022,MOTO,2021-02-12,Varon,23
20055,18:45:00,10,GRAL PAZ,"PAZ, GRAL. AV.",-58.529944790703,-34.625070959963,MOTO,2021-02-12,Varon,53
20057,16:30:00,3,CALLE,ALBERTI,-58.401959695821,-34.610318533626,AUTO,2021-02-12,Varon,29
20058,19:15:00,9,GRAL PAZ,"PAZ, GRAL. AV.",-58.515882921497,-34.662982488247,MOTO,2021-02-12,Varon,27
20059,21:00:00,12,AVENIDA,MOSCONI GENERAL AV.,-58.503488012339,-34.5870660803,MOTO,2021-02-12,Varon,48
20060,15:00:00,13,GRAL PAZ,"PAZ, GRAL. AV.",-58.46931079088,-34.536642574683,AUTO,2021-02-12,Varon,33
20061,04:00:00,11,AVENIDA,GAONA AV.,-58.467960835156,-34.617268982454,PEATON,2021-02-13,Varon,28
20062,11:10:00,4,CALLE,ESQUIU,-58.422291684306,-34.651508168496,PEATON,2021-02-13,Mujer,29
20063,15:30:00,1,CALLE,"CEVALLOS, VIRREY",-58.388310994425,-34.626202395786,AUTO,2021-02-13,Mujer,41
20065,16:20:00,6,CALLE,YERBAL,-58.445732933764,-34.620903274229,PEATON,2021-02-13,Mujer,4
20066,00:30:00,12,AVENIDA,DE LOS CONSTITUYENTES AV.,-58.507878970705,-34.570708189512,AUTO,2021-02-13,Mujer,45
20067,17:40:00,10,GRAL PAZ,"PAZ, GRAL. AV.",-58.529913785089,-34.625715138994,MOTO,2021-02-13,Varon,22
20068,20:00:00,7,AVENIDA,AVELLANEDA AV.,-58.468621453957,-34.625639603214,PEATON,2021-02-13,Varon,29
20069,19:15:00,13,GRAL PAZ,"PAZ, GRAL. AV.",-58.476178020985,-34.538256524689,AUTO,2021-02-13,Mujer,73
20070,19:15:00,13,GRAL PAZ,"PAZ, GRAL. AV.",-58.476178020985,-34.538256524689,AUTO,2021-02-13,Mujer,44
20071,19:15:00,13,GRAL PAZ,"PAZ, GRAL. AV.",-58.476178020985,-34.538256524689,AUTO,2021-02-13,Varon,75
20073,07:55:00,3,AVENIDA,INDEPENDENCIA AV.,-58.396726617069,-34.61860011879,CAMION,2021-02-14,Varon,52
20074,07:55:00,3,AVENIDA,INDEPENDENCIA AV.,-58.396726617069,-34.61860011879,CAMION,2021-02-14,Mujer,56
20075,13:40:00,15,AVENIDA,CORRIENTES AV.,-58.438766302497,-34.599873894411,PEATON,2021-02-14,Mujer,47
20077,15:07:00,3,AVENIDA,PUEYRREDON AV.,-58.406328496394,-34.607893536546,MOTO,2021-02-14,Varon,60
20078,15:40:00,4,AVENIDA,"GARAY, JUAN DE AV.",-58.39527115332,-34.627998608239,AUTO,2021-02-14,Mujer,47
20079,16:30:00,11,CALLE,"DIAZ, CESAR, GRAL.",-58.470501360716,-34.609931789476,AUTO,2021-02-14,Mujer,35
20080,17:00:00,13,CALLE,AMENABAR,-58.46638409107,-34.55451868538,MOTO,2021-02-14,Varon,24
20081,18:00:00,11,CALLE,CUENCA,-58.482042022978,-34.61743861989,MOTO,2021-02-14,Varon,22
20082,19:15:00,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.486715357861,-34.5432121651,MOTO,2021-02-14,Varon,21
20083,19:15:00,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.486715357861,-34.5432121651,MOTO,2021-02-14,Mujer,20
20085,23:30:00,9,CALLE,"SCHMIDL, ULRICO",-58.504345909029,-34.644269416738,MOTO,2021-02-14,Varon,24
20086,12:20:00,12,AVENIDA,CONGRESO AV.,-58.494097507779,-34.571834791158,MOTO,2021-02-15,Varon,75
20087,11:30:00,6,CALLE,"OROÃ‘O, NICASIO",-58.452587488957,-34.617117261191,AUTO,2021-02-15,Mujer,19
20088,11:30:00,6,CALLE,"OROÃ‘O, NICASIO",-58.452587488957,-34.617117261191,AUTO,2021-02-15,Mujer,53
20090,12:40:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.430665068249,-34.622345526127,MOTO,2021-02-15,Mujer,26
20091,23:53:00,11,CALLE,"GARCIA, JUAN AGUSTIN",-58.491156829638,-34.615470093325,MOTO,2021-02-15,Varon,35
20092,23:53:00,11,CALLE,"GARCIA, JUAN AGUSTIN",-58.491156829638,-34.615470093325,MOTO,2021-02-15,Varon,21
20093,23:20:00,11,AVENIDA,NAZCA AV.,-58.4870338643,-34.604785183286,MOTO,2021-02-15,Varon,25
20094,00:15:00,3,AVENIDA,CORRIENTES AV.,-58.411017846099,-34.603869899097,MOTO,2021-02-16,Mujer,42
20095,06:30:00,10,CALLE,"GARCIA, JUAN AGUSTIN",-58.50596097532,-34.62635573415,AUTO,2021-02-16,Mujer,54
20096,08:40:00,13,CALLE,"GUIRALDES, INT.",-58.438349102752,-34.546124999798,MOTO,2021-02-16,Varon,32
20100,12:30:00,8,CALLE,MIRALLA,-58.471182439735,-34.671390952772,MOTO,2021-02-16,Varon,20
20102,15:00:00,4,AVENIDA,"ALCORTA, AMANCIO AV.",-58.405445888672,-34.650128019694,AUTO,2021-02-16,Varon,29
20103,17:10:00,13,AVENIDA,DEL LIBERTADOR AV.,-58.457294610456,-34.546720293312,PEATON,2021-02-16,Varon,45
20104,21:00:00,14,AVENIDA,DEL LIBERTADOR AV.,-58.42174360958,-34.571822869962,PEATON,2021-02-16,Varon,13
20106,22:30:00,9,AVENIDA,LACARRA AV.,-58.469777907639,-34.649673661122,MOTO,2021-02-16,Varon,29
20107,23:20:00,7,AVENIDA,"MORENO, PERITO AV.",-58.454636620405,-34.650821491519,TRANSPORTE PUBLICO,2021-02-16,Mujer,20
20108,21:45:00,15,AVENIDA,FOREST AV.,-58.454659157542,-34.584718024665,MOTO,2021-02-16,Varon,20
20110,03:10:00,6,AVENIDA,LA PLATA AV.,-58.426757543126,-34.626997305138,AUTO,2021-02-17,Varon,21
20116,14:20:00,1,AVENIDA,CORRIENTES AV.,-58.382470121666,-34.603935034376,TRANSPORTE PUBLICO,2021-02-17,Mujer,51
20117,14:38:00,1,AVENIDA,"HUERGO, ING. AV.",-58.3643465541,-34.62436114245,MOTO,2021-02-17,Varon,28
20118,16:00:00,12,AVENIDA,ALVAREZ THOMAS AV.,-58.480668591644,-34.573495220315,AUTO,2021-02-17,Varon,32
20119,13:30:00,15,AVENIDA,DE LOS INCAS AV.,-58.4824894114,-34.587199472587,AUTO,2021-02-17,Mujer,47
20120,18:00:00,15,CALLE,RAULIES,-58.476640237362,-34.597060094142,MOTO,2021-02-17,Varon,37
20123,18:25:00,8,CALLE,UNANUE,-58.478099713804,-34.684214710142,MOTO,2021-02-17,Varon,39
20124,19:25:00,5,AVENIDA,SAN JUAN AV.,-58.424140531729,-34.626614024038,MOTO,2021-02-17,Varon,46
20125,22:00:00,14,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",-58.427610559014,-34.59244172553,MOTO,2021-02-17,Varon,24
20126,01:00:00,8,CALLE,"RUCCI, JOSE IGNACIO",-58.477448204806,-34.679072523332,MOTO,2021-02-18,Varon,28
20127,01:00:00,8,CALLE,"RUCCI, JOSE IGNACIO",-58.477448204806,-34.679072523332,MOTO,2021-02-18,Varon,73
20129,09:00:00,14,CALLE,GORRITI,-58.418534247038,-34.595470614835,CICLISTA,2021-02-18,Mujer,23
20130,09:36:00,3,AVENIDA,SAN JUAN AV.,-58.399278293328,-34.623417205287,MOTO,2021-02-18,Varon,36
20131,09:50:00,9,AVENIDA,DIRECTORIO AV.,-58.48606787531,-34.646594712507,PEATON,2021-02-18,Mujer,25
20132,11:20:00,4,CALLE,MONTEAGUDO,-58.403799850604,-34.646442321195,PEATON,2021-02-18,Varon,44
20133,12:05:00,1,CALLE,PARAGUAY,-58.382178154993,-34.597911830187,MOTO,2021-02-18,Varon,58
20137,14:45:00,4,CALLE,ALVARADO,-58.380154432149,-34.646859269595,MOTO,2021-02-18,Varon,29
20139,15:51:00,4,CALLE,SUAREZ,-58.38684832526,-34.643029676273,MOTO,2021-02-18,Mujer,29
20141,17:30:00,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.509930461176,-34.56919739421,PEATON,2021-02-18,Varon,73
20142,17:30:00,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.509930461176,-34.56919739421,PEATON,2021-02-18,Varon,25
20143,19:15:00,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.509930461176,-34.56919739421,MOTO,2021-02-18,Varon,29
20144,18:50:00,14,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",-58.415953619465,-34.585151718689,PEATON,2021-02-18,Varon,76
20145,23:05:00,7,AVENIDA,SAN PEDRITO AV.,-58.467491887068,-34.635517513682,MOTO,2021-02-18,Varon,21
20146,10:59:00,13,CALLE,ARTILLEROS,-58.444069535051,-34.554822197053,MOTO,2021-02-19,Varon,30
20147,13:08:00,14,CALLE,"CABRERA, JOSE A.",-58.442588427515,-34.58266163914,PEATON,2021-02-19,Mujer,67
20148,12:30:00,3,CALLE,BOULOGNE SUR MER,-58.40593162242,-34.601726635706,MOTO,2021-02-19,Varon,30
20149,15:30:00,11,CALLE,ARREGUI,-58.478480596416,-34.601598377998,PEATON,2021-02-19,Varon,22
20150,16:30:00,13,CALLE,VUELTA DE OBLIGADO,-58.452370264235,-34.565172555777,MOTO,2021-02-19,Varon,46
20152,16:45:00,8,CALLE,POLA,-58.473073160814,-34.671208772914,AUTO,2021-02-19,Varon,34
20156,16:00:00,14,AVENIDA,CORDOBA AV.,-58.427561557221,-34.595613729131,MOTO,2021-02-19,Varon,53
20158,00:40:00,4,AVENIDA,"IRIARTE, GRAL. AV.",-58.400083441355,-34.651181407284,MOTO,2021-02-20,Varon,29
20159,11:00:00,15,CALLE,GODOY CRUZ,-58.437125930452,-34.58961176575,TAXI,2021-02-20,Mujer,22
20161,16:00:00,10,CALLE,SANABRIA,-58.497219747833,-34.620561368487,PEATON,2021-02-20,Varon,67
20166,23:20:00,14,AVENIDA,"LUGONES, LEOPOLDO AV.",-58.416801253224,-34.562340848352,MOTO,2021-02-20,Varon,58
20167,23:20:00,14,AVENIDA,"LUGONES, LEOPOLDO AV.",-58.416801253224,-34.562340848352,MOTO,2021-02-20,Mujer,56
20169,03:30:00,14,CALLE,NICARAGUA,-58.424909994439,-34.58865354842,MOTO,2021-02-21,Mujer,32
20170,03:30:00,14,CALLE,NICARAGUA,-58.424909994439,-34.58865354842,MOTO,2021-02-21,Varon,33
20172,13:50:00,4,AVENIDA,SAENZ AV.,-58.416104189857,-34.642148021147,TRANSPORTE PUBLICO,2021-02-21,Varon,32
20173,13:50:00,4,AVENIDA,SAENZ AV.,-58.416104189857,-34.642148021147,TRANSPORTE PUBLICO,2021-02-21,Mujer,67
20174,13:50:00,4,AVENIDA,SAENZ AV.,-58.416104189857,-34.642148021147,TRANSPORTE PUBLICO,2021-02-21,Varon,37
20176,05:45:00,11,GRAL PAZ,"PAZ, GRAL. AV.",-58.523406142793,-34.597987549082,AUTO,2021-02-21,Mujer,38
20177,15:51:00,8,AVENIDA,ESCALADA AV.,-58.465161655974,-34.66803919156,CAMIONETA,2021-02-21,Varon,35
20178,17:40:00,1,AVENIDA,9 DE JULIO AV.,-58.382774795878,-34.594301604803,MOTO,2021-02-21,Varon,24
20180,19:06:00,15,AVENIDA,CORDOBA AV.,-58.44139893925,-34.586780093119,MOTO,2021-02-21,Varon,29
20181,20:19:00,5,AVENIDA,CHICLANA AV.,-58.417679809487,-34.63864605478,MOTO,2021-02-21,Varon,26
20188,20:10:00,4,AVENIDA,"ALCORTA, AMANCIO AV.",-58.405047481482,-34.649796469603,PEATON,2021-02-21,Varon,10
20189,21:40:00,15,CALLE,"LAMAS, ANDRES",-58.472769621112,-34.603660487699,MOTO,2021-02-21,Varon,25
20190,10:45:00,15,AVENIDA,CORRIENTES AV.,-58.44069413899,-34.598112196894,MOTO,2021-02-22,Varon,32
20191,13:05:00,7,AVENIDA,RIVADAVIA AV.,-58.456041423632,-34.626607962856,PEATON,2021-02-22,Mujer,27
