,ID,FECHA,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Ubicacion del accidente,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ROL,VICTIMA,SEXO,EDAD
103,20160132,2016-10-10,02:30:00,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,INTERSECCION,SAN JUAN AV. y 24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30
104,20160133,2016-10-14,00:05:00,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,INTERSECCION,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.58342690,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,41
105,20160134,2016-10-23,05:00:00,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,INTERSECCION,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,25
106,20160135,2016-10-24,05:00:00,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",INTERSECCION,"FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.42260225,-34.56403694,PEATON-SD,SD,PEATON,PEATON,MASCULINO,29
107,20160136,2016-10-25,00:00:00,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA,AUTOPISTA,4,-58.405065,-34.650957,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,SD,SD
108,20160137,2016-10-25,00:39:00,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,INTERSECCION,SAN MARTIN AV. y LADINES,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30
109,20160138,2016-10-27,20:30:00,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,INTERSECCION,CABILDO AV. y BLANCO ENCALADA,13,-58.45909670,-34.55922742,BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,33
110,20160139,2016-10-28,23:00:00,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",INTERSECCION,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,35
111,20160140,2016-10-31,02:58:00,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,INTERSECCION,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,20
112,20160142,2016-11-05,23:30:00,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,INTERSECCION,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,46
113,20160143,2016-11-06,04:41:00,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,INTERSECCION,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-SD,SD,CONDUCTOR,MOTO,MASCULINO,35
114,20160144,2016-11-07,12:10:00,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",MITAD DE CUADRA,"BROWN, ALTE. AV. 984",4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,83
115,20160145,2016-11-07,20:56:00,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,INTERSECCION,DEL LIBERTADOR AV. y LA PAMPA,13,-58.44523595,-34.55953855,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,39
116,20160146,2016-11-09,20:00:00,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,INTERSECCION,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,29
117,20160147,2016-11-16,21:15:00,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,INTERSECCION,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55
118,20160148,2016-11-16,22:20:00,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,MITAD DE CUADRA,GARMENDIA AV. 4895,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,SD
119,20160150,2016-11-18,18:20:00,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",INTERSECCION,"ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41
120,20160152,2016-11-23,21:10:00,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",INTERSECCION,"MORENO, PERITO AV. y ZUVIRIA",7,-58.46451841,-34.64991946,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,42
121,20160153,2016-11-25,15:42:00,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,INTERSECCION,ARAOZ y CORDOBA AV.,15,-58.42917090,-34.59485488,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,83
122,20160154,2016-11-26,14:14:00,AV GRAL PAZ 15200,GRAL PAZ,"PAZ, GRAL. AV.",MITAD DE CUADRA,"PAZ, GRAL. AV. 15200",8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,38
123,20160155,2016-11-26,16:50:00,MADERO 900,CALLE,MADERO,MITAD DE CUADRA,MADERO 900,10,-58.52756365,-34.62772274,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,29
124,20160156,2016-11-26,19:40:00,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,INTERSECCION,INDEPENDENCIA AV. y DEAN FUNES,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23
125,20160157,2016-12-03,06:40:00,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",MITAD DE CUADRA,"JUSTO, JUAN B. AV. 5645",11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,23
126,20160159,2016-12-04,07:21:00,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,INTERSECCION,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,AUTO-SD,SD,CONDUCTOR,AUTO,MASCULINO,23
127,20160160,2016-12-06,05:30:00,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,CARGAS,MASCULINO,29
128,20160161,2016-12-06,07:22:00,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,INTERSECCION,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,50
129,20160162,2016-12-07,05:00:00,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",INTERSECCION,"LACROZE, FEDERICO AV. y FOREST AV.",15,-58.45396573,-34.58518167,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,38
130,20160163,2016-12-10,07:30:00,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23
131,20160164,2016-12-11,06:16:00,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,INTERSECCION,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,29
132,20160165,2016-12-12,08:25:00,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.",MITAD DE CUADRA,"GARCIA, MARTIN AV. 300",4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,37
133,20160168,2016-12-13,10:40:00,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,INTERSECCION,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43
134,20160169,2016-12-15,15:30:00,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,INTERSECCION,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,-58.47935434,-34.55676497,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,24
135,20160170,2016-12-19,17:10:00,AV GRAL PAZ 4500,GRAL PAZ,"PAZ, GRAL. AV.",MITAD DE CUADRA,"PAZ, GRAL. AV. 4500",12,-58.50598256,-34.56379980,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21
136,20160171,2016-12-25,19:00:00,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",INTERSECCION,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,SD,SD
137,20160172,2016-12-26,08:00:00,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",INTERSECCION,"GARAY, JUAN DE AV. y CASTRO",5,-58.41918902,-34.63174259,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,38
138,20160173,2016-12-26,19:52:00,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,INTERSECCION,DIRECTORIO AV. y SAN PEDRITO AV.,7,-58.46749188,-34.63551751,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35
139,20160175,2016-12-27,08:15:00,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",INTERSECCION,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-58.46064174,-34.62960517,PEATON-BICICLETA,BICICLETA,PEATON,PEATON,FEMENINO,SD
140,20160176,2016-12-28,01:41:00,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,INTERSECCION,BELGRANO AV. y PASEO COLON AV.,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,28
141,20160177,2016-12-29,04:00:00,ARENALES 3319,CALLE,ARENALES,MITAD DE CUADRA,ARENALES 3319,14,-58.40966671,-34.58788235,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,27
142,20160178,2016-12-30,16:18:00,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,INTERSECCION,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-58.40288226,-34.61544091,MULTIPLE,MULTIPLE,PEATON,PEATON,FEMENINO,7
143,20170001,2017-01-02,01:00:00,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",INTERSECCION,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,-58.46594230,-34.61028571,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,18
144,20170003,2017-01-05,03:10:00,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,INTERSECCION,OLAVARRIA y VELEZ SARSFIELD AV.,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33
145,20170007,2017-01-11,17:00:00,LIMA Y MEXICO,CALLE,LIMA,INTERSECCION,LIMA y MEXICO,1,-58.38161660,-34.61529543,MULTIPLE,MULTIPLE,PEATON,PEATON,MASCULINO,48
146,20170008,2017-01-16,00:40:00,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",INTERSECCION,"CABRERA, JOSE A. y BONPLAND",14,-58.43917004,-34.58494351,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29
147,20170009,2017-01-16,13:56:00,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,36
148,20170010,2017-01-16,16:30:00,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,INTERSECCION,DIRECTORIO AV. y RIGLOS,6,-58.43564880,-34.62828656,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23
149,20170011,2017-01-22,02:30:00,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29
150,20170012,2017-01-24,14:00:00,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,INTERSECCION,"TRAFUL y TABORDA, DIOGENES",4,-58.40969005,-34.65055290,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,30
151,20170013,2017-01-27,07:00:00,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",MITAD DE CUADRA,"IRIARTE, GRAL. AV. 3055",4,-58.38972622,-34.65098981,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,4
152,20170014,2017-01-28,08:27:34,AV. DONADO Y ARIAS,AVENIDA,DONADO,INTERSECCION,DONADO y ARIAS,12,-58.49185972,-34.55046754,MULTIPLE,MULTIPLE,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22
153,20170015,2017-02-02,15:18:03,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,INTERSECCION,CORDOBA AV. y CALLAO AV.,2,-58.39293417,-34.59963642,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,82
154,20170016,2017-02-03,05:12:21,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA,AUTOPISTA 25 DE MAYO KM. 8.3,1,-58.38099494,-34.62288231,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,27
155,20170017,2017-02-06,08:00:00,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",INTERSECCION,"JUSTO, JUAN B. AV. y PARAGUAY",14,-58.42901200,-34.58095431,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,32
156,20170018,2017-02-09,07:00:00,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30
157,20170021,2017-02-18,05:30:00,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,INTERSECCION,SARMIENTO y LIBERTAD,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,43
158,20170024,2017-02-23,20:50:00,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,MITAD DE CUADRA,RIVADAVIA AV. 7121,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,39
159,20170025,2017-02-24,17:05:00,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",INTERSECCION,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-58.43614426,-34.65424640,MOTO-SD,SD,CONDUCTOR,MOTO,MASCULINO,23
160,20170026,2017-02-26,05:15:00,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",INTERSECCION,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23
161,20170026,2017-02-26,05:15:00,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",INTERSECCION,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,19
162,20170027,2017-02-26,21:57:00,AV. CASEROS 1429,AVENIDA,CASEROS AV.,MITAD DE CUADRA,CASEROS AV. 1429,1,-58.38332245,-34.63193250,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,SD
163,20170028,2017-02-28,09:20:00,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,INTERSECCION,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.45475488,-34.61196327,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,87
164,20170029,2017-03-07,02:15:00,MOZART Y TANDIL,CALLE,MOZART,INTERSECCION,MOZART y TANDIL,9,-58.48501341,-34.64742455,SD-AUTO,AUTO,SD,SD,MASCULINO,34
165,20170030,2017-03-07,08:00:00,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,INTERSECCION,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,FEMENINO,27
166,20170031,2017-03-11,01:30:00,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,INTERSECCION,24 DE NOVIEMBRE y PAVON,3,-58.40997560,-34.62873635,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70
167,20170032,2017-03-12,05:00:00,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40
168,20170033,2017-03-12,07:30:00,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,28
169,20170034,2017-03-13,07:50:00,GODOY CRUZ 2651,CALLE,GODOY CRUZ,MITAD DE CUADRA,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,43
170,20170035,2017-03-23,05:00:00,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",INTERSECCION,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,28
171,20170035,2017-03-23,05:00:00,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",INTERSECCION,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32
172,20170035,2017-03-23,05:00:00,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",INTERSECCION,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30
173,20170036,2017-03-29,18:00:00,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,SD
174,20170036,2017-03-29,18:00:00,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20
175,20170037,2017-03-31,03:00:00,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,INTERSECCION,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,41
176,20170038,2017-04-01,19:00:00,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,INTERSECCION,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,FEMENINO,40
177,20170040,2017-04-03,09:40:00,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",MITAD DE CUADRA,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,MULTIPLE,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,43
178,20170041,2017-04-03,23:15:00,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",MITAD DE CUADRA,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,17
179,20170045,2017-04-14,06:15:00,NOGOYA 5940,CALLE,NOGOYA,MITAD DE CUADRA,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21
180,20170047,2017-04-23,06:30:00,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,INTERSECCION,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.67198790,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,37
181,20170049,2017-04-27,18:16:00,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",INTERSECCION,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,22
182,20170050,2017-04-28,11:08:08,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA,AUTOPISTA,9,-58.350589,-34.647973,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,46
183,20170050,2017-04-28,11:08:08,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA,AUTOPISTA,9,-58.350589,-34.647973,MOTO-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16
184,20170051,2017-05-01,03:47:47,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA,AUTOPISTA,7,-58.35391,-34.647973,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,33
185,20170052,2017-05-05,03:40:00,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,47
186,20170053,2017-05-05,20:16:22,VIEYTES Y VILLARINO,CALLE,VIEYTES,INTERSECCION,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,28
187,20170054,2017-05-07,21:00:00,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,INTERSECCION,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20
188,20170055,2017-05-09,08:30:00,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,MITAD DE CUADRA,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,32
189,20170058,2017-05-09,23:10:00,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,INTERSECCION,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.59915940,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,80
190,20170059,2017-05-11,09:24:00,BRASIL Y LIMA,CALLE,BRASIL,INTERSECCION,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,39
191,20170060,2017-05-13,07:20:00,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,INTERSECCION,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30
192,20170061,2017-05-15,13:29:30,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,INTERSECCION,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,47
