,ID,FECHA,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Ubicacion del accidente,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ROL,VICTIMA,SEXO,EDAD
14,20160020,2016-02-17,16:00:00,SUIPACHA 156,CALLE,SUIPACHA,MITAD DE CUADRA,SUIPACHA 156,1,-58.37952223,-34.60653282,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,59
15,20160021,2016-02-17,23:35:00,AV DIRECTORIO Y CURAPALIGUE,AVENIDA,DIRECTORIO AV.,INTERSECCION,DIRECTORIO AV. y CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,34
16,20160022,2016-02-21,06:00:00,AV 9 DE JULIO Y ADOLFO ALSINA,AVENIDA,9 DE JULIO AV.,INTERSECCION,"9 DE JULIO AV. y ALSINA, ADOLFO",1,-58.38144696,-34.61079875,MOTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,41
17,20160025,2016-02-28,04:50:00,AV GRAL PAZ Y AV 27 DE FEBRERO,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34
18,20160026,2016-02-28,07:30:00,HOLMBERG Y VEDIA,CALLE,HOLMBERG,INTERSECCION,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,30
19,20160027,2016-02-28,09:35:00,CURAPALIGUE Y AVELINO DIAZ,AVENIDA,CURAPALIGUE AV.,INTERSECCION,"CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO-AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34
20,20160028,2016-03-02,10:00:00,VIAMONTE Y AV 9 DE JULIO,AVENIDA,VIAMONTE,INTERSECCION,VIAMONTE y 9 DE JULIO AV.,1,-58.38199706,-34.60028648,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,50
21,20160029,2016-03-04,17:30:00,AV CABILDO Y DEHEZA,AVENIDA,CABILDO AV.,INTERSECCION,CABILDO AV. y DEHEZA,12,-58.47378664,-34.54153077,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38
22,20160031,2016-03-08,12:30:00,AV GRAL PAZ Y AV CNEL ROCA,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,21
23,20160034,2016-03-12,12:30:00,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,"ALCORTA, AMANCIO AV.",INTERSECCION,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,52
24,20160035,2016-03-13,06:00:00,AV CORRIENTES Y AV CALLAO,AVENIDA,CORRIENTES AV.,INTERSECCION,CORRIENTES AV. y CALLAO AV.,3,-58.39228965,-34.60443527,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,34
25,20160036,2016-03-14,00:15:00,HERRERA Y ARISTOBULO DEL VALLE,CALLE,HERRERA,INTERSECCION,"HERRERA y VALLE, ARISTOBULO DEL",4,-58.37813396,-34.63668504,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,36
26,20160037,2016-03-19,11:00:00,AV. EVA PERON Y QUIRNO,AVENIDA,LAFUENTE AV.,INTERSECCION,LAFUENTE AV. y QUIRNO,7,-58.46275892,-34.64358293,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,20
27,20160038,2016-03-21,08:06:00,AV GRAL PAZ COLECTORA Y ZUVIRIA,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y ZUVIRIA",8,-58.49683458,-34.67892743,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,29
28,20160039,2016-03-23,01:50:00,BARTOLOME MITRE Y AV PUEYRREDON,AVENIDA,"MITRE, BARTOLOME",INTERSECCION,"MITRE, BARTOLOME y PUEYRREDON AV.",3,-58.40603217,-34.60883960,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20
29,20160041,2016-03-29,11:00:00,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,DIRECTORIO AV.,INTERSECCION,DIRECTORIO AV. y RIVERA INDARTE AV.,7,-58.46076550,-34.63350444,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,54
30,20160041,2016-03-29,11:00:00,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,DIRECTORIO AV.,INTERSECCION,DIRECTORIO AV. y RIVERA INDARTE AV.,7,-58.46076550,-34.63350444,MOTO-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,SD
31,20160043,2016-03-30,18:15:00,DELLEPIANE LUIS TTE GRAL COLECTORA Y MURGUIONDO,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",INTERSECCION,"DELLEPIANE, LUIS, TTE. GRAL. y MURGUIONDO",8,-58.47832463,-34.67494416,PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,56
32,20160044,2016-03-31,19:40:00,AV JOSE MARIA MORENO Y BALBASTRO,AVENIDA,"MORENO, JOSE MARIA AV.",INTERSECCION,"MORENO, JOSE MARIA AV. y BALBASTRO",7,-58.43213235,-34.63693953,MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,24
33,20160045,2016-04-11,10:25:00,AV GRAL PAZ Y AV DEL LIBERTADOR,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-SD,SD,CONDUCTOR,MOTO,MASCULINO,SD
34,20160047,2016-04-15,05:30:00,LIMA 1483,CALLE,LIMA,MITAD DE CUADRA,LIMA 1483,1,-58.38247061,-34.62571878,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,41
35,20160048,2016-04-15,17:40:00,AV. CORRIENTES Y AV. DORREGO,AVENIDA,CORRIENTES AV.,INTERSECCION,CORRIENTES AV. y DORREGO AV.,15,-58.44759966,-34.59170240,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,SD
36,20160049,2016-04-17,00:00:00,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 0,700",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37714647568196,-34.63657525428238,SD-SD,SD,SD,SD,SD,SD
37,20160050,2016-04-19,09:50:00,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,"GORDILLO, TIMOTEO",INTERSECCION,"GORDILLO, TIMOTEO y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47305463,-34.68550712,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,78
38,20160051,2016-04-20,04:00:00,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,"ALCORTA, AMANCIO AV.",INTERSECCION,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,36
39,20160053,2016-04-22,09:30:00,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,TRIUNVIRATO AV.,INTERSECCION,TRIUNVIRATO AV. y OLAZABAL AV.,12,-58.48429180,-34.57558053,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38
40,20160054,2016-04-23,21:00:00,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,INTERSECCION,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y PAZ, GRAL. AV.",8,-58.48695354,-34.68795245,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30
41,20160055,2016-04-25,20:30:00,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,"CASTILLA, RAMON, MARISCAL",INTERSECCION,"CASTILLA, RAMON, MARISCAL y FIGUEROA ALCORTA, PRES. AV.",14,-58.40021959,-34.57964781,PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,79
42,20160056,2016-04-26,04:45:00,AV LUIS MARIA CAMPOS 30,AVENIDA,"CAMPOS, LUIS M. AV.",MITAD DE CUADRA,"CAMPOS, LUIS M. AV. 30",14,-58.42957885,-34.57660058,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,26
43,20160058,2016-05-04,14:00:00,LIMA 1471,CALLE,LIMA,MITAD DE CUADRA,LIMA 1471,1,-58.38247542,-34.62556293,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,57
44,20160059,2016-05-08,16:30:00,PASAJE CIUDADELA Y LIMA OESTE,CALLE,CIUDADELA,INTERSECCION,CIUDADELA y LIMA,1,-58.38222219,-34.62728101,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,37
45,20160064,2016-05-14,18:11:00,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,"JUSTO, JUAN B. AV.",INTERSECCION,"JUSTO, JUAN B. AV. y CARRASCO AV.",10,-58.49485242,-34.62953445,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,20
46,20160065,2016-05-20,14:40:00,AV GAONA Y ESPINOSA,AVENIDA,GAONA AV.,INTERSECCION,GAONA AV. y ESPINOSA,6,-58.45227946,-34.61068024,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,20
47,20160067,2016-05-21,17:00:00,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,"DE LA TORRE, LISANDRO",INTERSECCION,"DE LA TORRE, LISANDRO y SARAZA",8,-58.48455411,-34.67512760,MOTO-PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,30
48,20160068,2016-05-22,22:00:00,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",INTERSECCION,"FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.",2,-58.39056593,-34.58418569,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,58
49,20160069,2016-05-23,03:30:00,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,ENTRE RIOS AV.,INTERSECCION,ENTRE RIOS AV. y FILIBERTO,3,-58.39118948,-34.62704273,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,30
50,20160073,2016-06-11,15:00:00,MAGARIÑOS CERVANTES 3900,CALLE,"MAGARI?OS CERVANTES, A.",MITAD DE CUADRA,"MAGARIÃ‘OS CERVANTES, A. 3900",10,-58.49021952,-34.62025108,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,23
51,20160074,2016-06-12,06:40:00,AV GRAL PAZ Y RODOLFO SCAPINO,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y SCAPINO, RODOLFO",8,-58.49896559,-34.67732118,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,60
52,20160075,2016-06-12,23:13:00,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,INTERSECCION,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MIRALLA,8,-58.47461076,-34.66874679,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,42
53,20160076,2016-06-13,16:20:00,AV SAN MARTIN Y CAMARONES,AVENIDA,SAN MARTIN AV.,INTERSECCION,SAN MARTIN AV. y CAMARONES,15,-58.46210891,-34.60356211,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,53
54,20160077,2016-06-13,21:52:00,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",INTERSECCION,"PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.",1,-58.37027770,-34.60536123,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,SD
55,20160078,2016-06-13,23:01:00,AV BELGRANO Y AV JUJUY,AVENIDA,BELGRANO AV.,INTERSECCION,BELGRANO AV. y JUJUY AV.,3,-58.40491455,-34.61463830,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30
56,20160079,2016-06-16,17:13:00,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,DEL LIBERTADOR AV.,INTERSECCION,"DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.",13,-58.45504154,-34.54864492,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,FEMENINO,51
57,20160080,2016-06-18,06:42:00,AV GRAL PAZ Y AV RIVADAVIA,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.52927982,-34.63931752,AUTO-SD,SD,CONDUCTOR,AUTO,MASCULINO,60
58,20160081,2016-06-22,07:42:00,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,"LARRALDE, CRISOLOGO AV.",INTERSECCION,"LARRALDE, CRISOLOGO AV. y MACHAIN",12,-58.48721060,-34.55904606,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,40
59,20160082,2016-06-27,18:24:00,AV LA PLATA 2384,AVENIDA,LA PLATA AV.,MITAD DE CUADRA,LA PLATA AV. 2384,4,-58.42273092,-34.64228803,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,87
60,20160083,2016-06-28,20:46:00,AV JUAN B ALBERDI Y PUAN,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",INTERSECCION,"ALBERDI, JUAN BAUTISTA AV. y PUAN",6,-58.44788671,-34.62539009,PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,76
61,20160084,2016-06-29,22:00:00,CARLOS PELLEGRINI Y TUCUMAN,CALLE,"PELLEGRINI, CARLOS",INTERSECCION,"PELLEGRINI, CARLOS y TUCUMAN",1,-58.38110563,-34.60135531,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,57
62,20160085,2016-06-29,22:00:00,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",INTERSECCION,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",4,-58.42378834,-34.65734100,MOTO-MOVIL,OTRO,SD,MOTO,MASCULINO,SD
63,20160086,2016-06-30,16:10:00,AV OLIVERA Y RAMON FALCON,AVENIDA,OLIVERA AV.,INTERSECCION,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,75
64,20160087,2016-07-02,00:10:00,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,23
65,20160088,2016-07-11,15:30:00,CERETTI Y NUÑEZ,CALLE,CERETTI,INTERSECCION,CERETTI y NUÃ‘EZ,12,-58.50151750,-34.56767549,PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,70
66,20160089,2016-07-14,06:40:00,AV LUGONES Y LA PAMPA,AUTOPISTA,"LUGONES, LEOPOLDO AV.",INTERSECCION,"LUGONES, LEOPOLDO AV. y LA PAMPA",13,-58.43233425,-34.55185825,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,35
67,20160090,2016-07-14,22:00:00,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO",INTERSECCION,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,60
68,20160092,2016-07-15,11:00:00,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,24
69,20160093,2016-07-17,03:30:00,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",INTERSECCION,"ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",6,-58.44362126,-34.62301748,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,35
70,20160095,2016-07-23,06:12:00,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,INTERSECCION,MERCEDES y MOSCONI GENERAL AV.,11,-58.51713095,-34.59546519,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,29
71,20160096,2016-07-25,07:00:00,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.47433193007387,-34.66684950051973,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,SD
72,20160097,2016-07-26,18:45:00,SOLIS Y MEXICO,CALLE,SOLIS,INTERSECCION,SOLIS y MEXICO,1,-58.39038605,-34.61562810,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,80
73,20160098,2016-07-27,16:08:00,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,INTERSECCION,SAN JUAN AV. y ALBERTI,3,-58.40042405,-34.62356174,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,43
74,20160099,2016-07-29,16:00:00,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,MOSCONI GENERAL AV.,INTERSECCION,"MOSCONI GENERAL AV. y PAZ, GRAL. AV.",11,-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CONDUCTOR,CARGAS,MASCULINO,45
75,20160100,2016-08-03,23:27:00,AV GRAL PAZ  Y DONADO,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,57
76,20160101,2016-08-07,19:42:00,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,"PAZ, GRAL. AV.",INTERSECCION,"PAZ, GRAL. AV. y CHAVEZ, JORGE",9,-58.52932872,-34.65014993,SD-SD,SD,SD,SD,MASCULINO,67
77,20160102,2016-08-10,23:37:00,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.",INTERSECCION,"PERON, EVA AV. y SUAREZ, JOSE LEON",9,-58.50011639,-34.67316502,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,29
78,20160104,2016-08-14,21:15:00,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,INTERSECCION,ZINNY y SANTIAGO DE COMPOSTELA AV.,9,-58.46635001,-34.65624369,MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,21
79,20160105,2016-08-17,00:05:00,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.",INTERSECCION,"LACROZE, FEDERICO AV. y FRAGA",15,-58.45343236,-34.58435809,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,19
80,20160106,2016-08-19,21:02:00,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",INTERSECCION,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",1,-58.38090932,-34.58927731,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38
81,20160107,2016-08-20,08:22:00,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21
82,20160109,2016-08-24,05:45:00,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,INTERSECCION,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,FEMENINO,53
83,20160110,2016-08-24,20:21:00,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",INTERSECCION,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.65903530,PEATON-SD,SD,PEATON,PEATON,MASCULINO,57
84,20160111,2016-08-25,09:30:00,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,INTERSECCION,LUGONES y LA PAMPA,15,-58.47461905,-34.57663634,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,27
85,20160112,2016-08-27,04:40:00,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,INTERSECCION,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,24
86,20160113,2016-08-27,16:45:00,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",INTERSECCION,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,60
87,20160114,2016-08-31,11:20:00,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",MITAD DE CUADRA,"SALGUERO, JERONIMO 1410",14,-58.41848605,-34.59394733,BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,55
88,20160115,2016-09-02,11:50:00,ARIAS Y TRONADOR,CALLE,ARIAS,INTERSECCION,ARIAS y TRONADOR,12,-58.48935041,-34.54917673,SD-CARGAS,CARGAS,SD,SD,MASCULINO,SD
89,20160116,2016-09-02,20:20:00,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,INTERSECCION,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30
90,20160117,2016-09-03,15:30:00,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,INTERSECCION,DEL LIBERTADOR AV. y TAGLE,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,43
91,20160118,2016-09-04,03:30:00,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,27
92,20160119,2016-09-04,06:40:00,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",INTERSECCION,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12,-58.49659234,-34.56353635,SD-SD,SD,PASAJERO_ACOMPAÑANTE,SD,FEMENINO,SD
93,20160122,2016-09-13,07:10:00,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",MITAD DE CUADRA,"PERON, EVA AV. 4233",9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,49
94,20160123,2016-09-14,09:00:00,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,INTERSECCION,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.45130953,-34.64053676,MOTO-AUTO,AUTO,CONDUCTOR,MOTO,FEMENINO,58
95,20160124,2016-09-16,15:24:00,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,INTERSECCION,RIVADAVIA AV. y RIVERA INDARTE AV.,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,67
96,20160125,2016-09-17,12:14:00,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,INTERSECCION,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30
97,20160126,2016-09-18,22:45:00,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,INTERSECCION,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,37
98,20160126,2016-09-18,22:45:00,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,INTERSECCION,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,AUTO-CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,60
99,20160127,2016-09-24,10:25:00,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO",INTERSECCION,"ACOSTA, MARIANO y ROCA, CNEL. AV.",8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,50
100,20160128,2016-10-02,11:30:00,CASTRO Y AV PAVON,AVENIDA,CASTRO,INTERSECCION,CASTRO y PAVON AV.,5,-58.41914024,-34.63053890,PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,81
101,20160130,2016-10-04,12:30:00,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910942,-34.62764717,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,29
102,20160131,2016-10-09,19:13:00,MIRAVE 3500,CALLE,MIRAVE,MITAD DE CUADRA,MIRAVE 3500,4,-58.39871183,-34.64539318,PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,35
